17	0	没有说，但是估计少不到多少	1
17	1	3楼房子卖了	0
17	2	这套房子可以哟	0
18	0	随时可以看房的	0
18	1	今天有时间吗	0
18	2	我拿好钥匙可以直接现场看的	0
18	3	好的 就考虑义堂这块小三室吗	0
18	4	只看二环里吗？	0
19	0	可以啊	1
19	1	您什么时候看	1
19	2	好的	0
20	0	您好	0
20	1	价格可以谈	1
20	2	水仙的	0
21	0	OK	0
21	1	OK	0
21	2	 可以的	1
22	0	可以	1
22	1	40来万的	0
22	2	我们有钥匙的你有时间没	0
23	0	约哈。去看哈嘛	0
23	1	确定	0
23	2	我上个月才卖了得	0
23	3	大概几分钟吧	0
23	4	亲爱的你点好多	0
24	0	👌	0
24	1	我给您发个vr	0
24	2	怎么了？	0
25	0	链家NAME很高兴为您服务	0
25	1	永丰楼   6楼到顶的5楼	1
25	2	南北通透的两室	1
25	3	私产  满五年	1
25	4	性价比挺合适的	1
26	0	靠百色路	1
26	1	电梯房考虑吗	0
26	2	嗯	0
27	0	这几套房子是幸福时光里的，离长生桥轻轨站很近，	0
27	1	您从那边过来	0
27	2	自己开车还是轻轨	0
28	0	可以申请	0
28	1	可园小学中学，木棉湾小学中学都可以上	1
28	2	百合学校分区，只有龙岗区才能上，以近距离录取分数线准	1
28	3	教育局网	0
28	4	申请	0
29	0	您好，您发的房子还在的，链家所有房源均为真实在售房源，想看看吗？我可以帮您约业主时间。	0
29	1	早上好	0
30	0	这个房源不存在哈，是租房	1
30	1	也可以呀	0
30	2	好的	0
30	3	请问您的电话是多少	0
30	4	您的呢？	0
31	0	您好这套房子随时可以看	1
31	1	您您什么时候有时间看房？	1
32	0	琴海公寓您考虑吗？	0
32	1	河东哪套房子？	0
32	2	房子您可以给我发一下吗？我给您约一下。	0
33	0	我给你约一下业主吧。	1
33	1	您好，您之前咨询的纬四路9号院小区有新上房源，不知道您是否感兴趣？	0
34	0	嗯嗯	0
34	1	附近目前还有鑫江花漾里	0
34	2	😄	0
35	0	嗯	0
35	1	全款	1
35	2	您这边是要按揭还是全款	0
35	3	?	0
35	4	?	0
36	0	你要造成落地窗吗?	0
36	1	协议过户	1
36	2	可以砸?	0
36	3	我看见有人把阳台改成落地的了?	0
36	4	没看见有人改、	0
37	0	不临街呢	1
37	1	在	0
38	0	您大概什么时间方便呢	1
38	1	我帮您约好	1
38	2	好的👌您留个联系电话给我	0
39	0	这户型的缺点是没有阳台	1
39	1	小区是老小区，楼梯房	1
39	2	81坪的小三房	0
39	3	但是楼下交通，生活，学校都很方便	1
39	4	房子是在7楼	0
40	0	不是实验	1
40	1	您要实验学校学区房？	0
40	2	有的	0
41	0	不是啊	1
41	1	2016年买的	1
41	2	2019年底才办的契税	1
42	0	您好	0
42	1	您好	0
43	0	可以的	1
43	1	现在还有徐州	0
43	2	没出去	0
44	0	2022年	1
44	1	有时间可以来看看	0
44	2	周六日休息吗	0
45	0	这是62平的	0
45	1	您想考虑多大面积的呀	0
45	2	您同意呀，我给你发个62平的精装的	0
46	0	对	0
46	1	重点学校	0
46	2	哦哦	0
47	0	增值税，契税，个税	1
47	1	一共8点多	1
47	2	好的，我写给您	0
47	3	增值税5.3，契税1.5，个税1	1
47	4	一共7.8	1
48	0	这个项目是在青白江那边	0
48	1	挨着青白江东站的	0
49	0	飞鹅岭小学的	1
49	1	不是的，保利高尔夫那里	0
49	2	公立的，3公里	0
50	0	房子是业主自住的，看房方便，一般都有老人在家的，	1
50	1	您有时间可以与我提前联系。我帮您约时间，其他户型的房子也可以带您看一下。	1
50	2	房子是19楼的，视野也很不错的。	0
51	0	视野相对来说还可以	1
51	1	不挡光	1
51	2	价格可以谈	0
51	3	家具需要跟房东协商	0
51	4	大部分是没有问题的	0
52	0	您好	0
52	1	业主诚心卖	0
52	2	您可以先看一下房子，合适的话可以和业主聊聊	1
53	0	我可以努力去帮你试试	1
53	1	不过2楼的比这个也大小20平呢😆我估计应该能高一点点	0
53	2	我可以帮您递个价给业主聊聊 咱俩在沟通 方便您给我留个您的联系方式吧😊也方便咱们沟通	0
54	0	您今天几点到呢	0
54	1	我都帮您约一下	0
54	2	好的	0
55	0	好的，你什么时间方便。	1
55	1	好的	0
55	2	今天租户出去了，明天上午可以安排看房。	1
56	0	好	0
56	1	晚点儿我约下业主的时间	1
56	2	好的	0
57	0	嗯嗯很方便，提前预约随时可看	1
57	1	恩恩	0
57	2	您好	0
58	0	对旁边是通史南路	1
58	1	房主着急卖，如果考虑的话可以再聊聊	0
58	2	这个房有钥匙，你看今天什么时候有时间？	0
59	0	这套房子装修保养非常不错	0
59	1	嗯嗯	0
59	2	带家具家电一起卖哈	0
59	3	房东只带走私人物品	0
60	0	😓	0
60	1	😁	0
61	0	您是考虑买还是卖？	0
61	1	之前您有没有过来看过这个小区呢	0
61	2	有153-166-178平的	0
61	3	好的	0
61	4	我给您发几套，您看一下	0
62	0	您是说的那套房子？	1
62	1	常秀家园还是那个小区呢？	0
62	2	常秀家园对应的是海淀育鹰小学	1
63	0	农忙了	0
63	1	 好的呀	0
63	2	 客户不多	0
64	0	这套房子在兴工北街1号	1
64	1	对	0
64	2	好的	0
65	0	不影响啊	0
65	1	就是看顶楼你介意不	0
65	2	?这个我怎么说呢，夏天不管几楼的房子都要开空调	0
65	3	那不会	0
65	4	漏雨的话会跟您说的	0
66	0	板厂小学的招生简章上有本小区	1
66	1	板厂小学是一所二流一类小学，侧重于孩子的学习成绩，所以成绩相对来说好一些，上汇文中学的比例也是最高的，到达30%的比例，汇文中学又是北京市的重点中学，这个小学跟陪新小学差不多，也是注重学习成绩，过来板厂和陪新的，基本都是冲着汇文中学而来，即使没上了汇文，大部分去了广渠门中学，东城区重点，还有两所，50和109，仅次于广渠门，也是区重点，板厂对应中学就是这四所，都在方圆1.5公里以内	1
66	2	龙体片区整体比较均衡	0
66	3	没有坑	0
66	4	嗯嗯，可以的，明天下午您几点能过来呀	0
67	0	不临马路	1
67	1	楼下就是花园	0
67	2	这套您看一下总高11楼的9楼	0
68	0	7楼	1
68	1	这套房子在6栋，1层	1
68	2	房子比较新	0
69	0	咸阳的盘	0
69	1	小区自带13.5万方的商业	0
69	2	您想购置一套吗	0
70	0	这种两居近期成交没有465万的，您再确定一下是不是看错了(^^)	0
70	1	这套是顶层的，电梯到10层，然后走楼梯往上走一层。不满两年的公房	0
70	2	不是电梯直达的那种，另外这个是半年以前的成交了，现在像这种楼的一居81平成交价格已经到466万了。是6月28日成交的。	0
70	3	现在的市场和之前的市场已经存在差距了，最主要的是楼层的限制因素。	0
71	0	看中可谈	1
71	1	您付款如何？小区房子户型了解吗	0
71	2	您好	0
72	0	链家NAME很高兴为你服务	0
72	1	周边配套成熟	1
72	2	深圳的物业公司	0
72	3	彩生活	0
72	4	你之前有来这附近看过房子没	0
73	0	绿地468三期的	1
73	1	好的，我发个线上看房	0
73	2	您到时有时间看房了提前给我说就行，我提前约业主	0
74	0	可以	1
74	1	您几点过来	0
74	2	钥匙在我们店	0
75	0	这套房子业主才交的契税	0
75	1	所以满两年还很早	1
75	2	您考虑满两年的房子吗	0
75	3	百悦城四期有快满两年的房子给您推荐两套吧	0
75	4	嗯嗯	0
76	0	房子在卖的	0
76	1	业主也诚心	0
76	2	您省去一部分钱了	0
76	3	您说的这个价位确实有点低	0
76	4	不过，您再给点价，可以约业主见面聊聊的	0
77	0	好的呢，您说的哪套呢	0
77	1	好的	0
77	2	您好	0
78	0	您好	0
78	1	基本上谈不了多少钱	1
78	2	是的	0
79	0	您好	0
79	1	价格可以谈	1
79	2	您好，您之前咨询的艾维尼小城小区有新上房源，不知道您是否感兴趣？	0
80	0	您好	0
80	1	有什么可以帮您	0
80	2	在么？	0
81	0	可以，我提前约下	1
81	1	您什么时候方便	1
81	2	您住哪里	0
82	0	十五中	1
82	1	您明天有时间吗？	0
82	2	我带您实地看看	0
83	0	我是置家地产淘金家园分行小蒋，很高兴为您提供服务，请问怎么称呼您？	0
83	1	房子都没有看找业主谈，业主会觉得我故意压价，现在的业主都很精明的。	0
83	2	您如果有心的话，找个时间过来看一下房子，喜欢就谈，不喜欢管它卖多少钱，你说是吗？	0
83	3	什么时候看过的？	0
83	4	请问您联系电话多少？到时候有什么情况回复您。	0
84	0	采光没挡的	1
84	1	你宏联来看过吗	0
84	2	这个19楼的	0
84	3	还有个21楼	0
84	4	你这边方便留个电话加个微信嘛？	0
85	0	挺好的	1
85	1	周末方便不	0
85	2	我周末联系你呢	0
85	3	???	0
85	4	1楼怎么样	0
86	0	对呀	1
86	1	😊要不之前的房子都是怎么卖的呀	0
86	2	您看这周末来看房吗？	1
87	0	1350的这个是刚装修了一两个月吧	0
87	1	给你问下吧	0
87	2	去看房子了吗	0
87	3	我先打电话给您问下还	0
88	0	您好	0
88	1	您好	0
88	2	您好，在	0
89	0	随时看房	1
89	1	您好	0
89	2	房子在的	0
90	0	大部分都带	1
90	1	价格还可以商量	0
90	2	五到十万讨价空间估计	0
90	3	房主现在在外地基本上能不动的都不动了	0
90	4	东户	0
91	0	稍等一下	0
91	1	所以是不限购的	0
92	0	😊	0
92	1	是的	0
92	2	您好	0
93	0	这房子划片乌山小的	0
93	1	对的呀，不然也不会这么低的价格呢	0
93	2	你主要考虑买什么样的房子呢 我给你推荐其他	0
93	3	框架的乌山小的房子会考虑吗？	0
93	4	其他学校呢	0
94	0	20-25左右	1
94	1	男性女性	0
94	2	可以	0
94	3	?	0
94	4	稍等	0
95	0	5.3	1
95	1	67840	0
95	2	方便的话可以把您手机号给我吗？有什么新房子我第一时间联系您，发给您。	0
96	0	这个小区是元宝形的，四周电梯高层板楼	0
96	1	中间是不带电梯小板楼	0
96	2	所以电梯板楼里这个位置算不错的了	0
97	0	小产权链家不卖的	1
97	1	没有增值税	1
97	2	有1个点的个税	1
97	3	1个点的契税	0
97	4	是的	0
98	0	小区里面有幼儿园	0
98	1	旁边有呼家楼中心团结湖分校的低年级部	0
98	2	很多也会送孩子去估计学校	0
98	3	国际学校	1
98	4	这个房子目前有租户，业主不太诚意卖，有诚意的可以推荐您看看	0
99	0	216	0
99	1	阿姨，有什么需要咨询的吗	0
99	2	哦。那没事的	0
99	3	?	0
99	4	感谢您的咨询，我是链家NAME，感谢信任并选择链家。关于房产有任何疑问可随时联系我，PHONE 随时竭诚为您服务！祝您和家人身体健康，生活愉快！	0
100	0	育文分校和魅力小学	0
100	1	育文已经正式下文了	0
100	2	已经在招生，咱想考虑那的房子我可以给您推荐几个好房子	0
101	0	如果对噪音特别敏感，这个可能够呛	0
101	1	这个不临街	0
101	2	这个是在一个小院里面的	0
101	3	对的	1
101	4	这个是满五唯一的	1
102	0	尚东现在生活也方便。投资潜力更加大w	1
102	1	这个倒不用	0
102	2	保守估计2023年	0
102	3	而且你真的买地铁上盖好的，估计以后卖出去也是差不多价格	0
102	4	2600到2800	0
103	0	精装修	0
103	1	满五	0
103	2	不唯一	0
103	3	嗯	0
103	4	电话给个哦	0
104	0	油烟机也有。	1
104	1	装修了我估计卖得快。。您有时间就来看看。	0
104	2	5楼、这套清水。	0
104	3	五楼相当于4楼?	0
104	4	我再找点优质的嘛。。	0
105	0	可以看，是房东自己住，看房不是很方便	1
105	1	要不我们用VR看一下房子	1
105	2	如果觉得可以我们在约房东看房	0
106	0	好的	0
106	1	这套是东北朝向辛姐	0
106	2	相对比装修还不错	0
107	0	在的	0
107	1	上海链家吴娟很高兴为您服务	0
107	2	中间套的	1
108	0	正常首付	1
108	1	您好，您之前咨询的舒格兰二期小区有新上房源，不知道您是否感兴趣？	0
108	2	正常首付的	1
109	0	好的	0
109	1	好的	0
109	2	你好	0
110	0	一层的这套750万吗？	0
110	1	能谈的不多	1
110	2	几万的降幅	1
111	0	这个是海棠小区	1
111	1	不是海棠花园	0
111	2	没有几期之分	1
111	3	这个是铁路医院对面的房子	0
111	4	您是想要海棠花园的房子吧	0
112	0	您好	0
112	1	下午有时间吗？	1
112	2	好的	0
113	0	您稍等，我帮您算一下	0
113	1	首付25万左右	0
113	2	附近有三和实验小学和三和幼儿园	1
113	3	还有崇雅中学	1
113	4	加了	0
114	0	6楼	0
114	1	您多少钱能定？	0
114	2	卖不了	0
115	0	我预约一下	1
115	1	您几点看？	1
115	2	可以看房	1
116	0	好的	1
116	1	随时看房	1
116	2	等你有	0
117	0	之前联系房东是带着家具家电出售的	0
117	1	首付33万	0
117	2	金马小学金马中学	0
117	3	贷款85万，贷25年5090元月供	0
117	4	这套房子现在价格谈不了多少	0
118	0	这个小区暂时没得跃层出来哟	0
118	1	我找一下手机	0
118	2	照片	0
119	0	这套也很优质，面积要大些	0
119	1	您刚刚不是问问没装修过的吗？	0
119	2	都要考的	0
119	3	哪个学校啊	0
120	0	好的 你预算找什么价位区间的房子呢	0
120	1	可以为你推荐一下	0
120	2	好的	0
121	0	您主要考虑这个价位的的房子还是大概这个小区的房子	0
121	1	小区里面	0
121	2	不临街	0
122	0	青白江的楼盘	0
122	1	考不考虑呢？	0
122	2	最近有没有考虑买房呢？全成都的我都可以给你推荐	0
123	0	就契税和个税	1
123	1	您是自住吗	0
123	2	这个户型好，增送面积多，一梯一户	0
123	3	中高层的	0
123	4	您现在方便吗？我邀请您线上VR看房	0
124	0	这个目前没拍😁	0
124	1	看房可以看 家里有人 要提前一天跟业主约时间😂	1
124	2	1单元的	0
125	0	就在黄河旁边	1
125	1	您什么时候有空我可以约下房东一起去看看	0
125	2	这套房子在33楼，总楼层38层	0
126	0	可以	1
126	1	但是建议先看房哈	0
126	2	谈不到	0
127	0	之前有客户改动过	0
127	1	临街	1
127	2	朝阳北路	0
128	0	可以商量	1
128	1	你觉得房子怎么样	0
129	0	这房子属于丰台	0
129	1	没到东城	0
129	2	西革新里属于东城	0
130	0	?	0
130	1	是得	0
130	2	不客气	0
130	3	方便的话咱们留个联系方式	0
130	4	我的电话PHONE，微信号也是这个	0
131	0	想象国际小学	1
131	1	私立一中	1
131	2	翰林国际学校幼儿园到高中	1
131	3	是的	0
131	4	在吗	0
132	0	初中距离大约1公里内	0
132	1	亲，我加您微信吧，给您发一下位置😊	0
133	0	台湖	1
133	1	您好，您主要考虑那个区域的房子呢？	0
133	2	您好，您大概考虑什么样的房子呢？可以帮您匹配房源。	0
134	0	是的，这个是高层的	1
134	1	刘先生，这个电话也是你的微信吗？	0
134	2	方便的话，我加下你微信，你通过下	0
134	3	我已经加您了，你通过下	0
134	4	你是这个周六有时间看房是吧	0
135	0	那买第二套要首付5成	0
135	1	市值的不行，商贷可以	0
135	2	方便留个联系方式，看房我可以提前约房东。	0
135	3	有其他问题也可以随时咨询我	0
136	0	可以公积金贷款	1
136	1	可以	0
136	2	你们几点钟有时间	0
136	3	你们是几点过来呢	0
136	4	可以	0
137	0	有的	1
137	1	你这边想要没有增值税的房子吗	0
137	2	您可以给我说一下你的需求我给你推荐一下	0
137	3	一期有	0
137	4	你这边预算大概是多少呢	0
138	0	业主最近不太愿意让看房	1
138	1	明天您几点	0
138	2	我先联系一下业主，明天您几点方便	0
139	0	业主是这样子想的	0
139	1	这几天也有客户在谈	0
139	2	好的	0
139	3	您觉得这套房子怎么样	0
139	4	全款可以谈价格	0
140	0	您这边可有意向的小区呢	0
140	1	祥源城这个小区，很符合您的要求，	1
140	2	这边给您看几套？	0
140	3	您这边是考虑几居室呢	0
140	4	对楼层可有要求	0
141	0	应该是400万左右吧 业主说没有说具体的低价，要根据客户付款方式谈。	1
141	1	您这边什么价格呢？	0
141	2	360万业主不卖	0
142	0	你现在的年龄	0
142	1	马上算	0
142	2	二十年，月供2400多	1
142	3	36万	0
142	4	一楼	0
143	0	是的	0
143	1	暂时应该不会的	0
143	2	嗯嗯	0
143	3	您是想出售，还是想买一套那边的房子！	0
143	4	前两年有说的那边要拆，到现在也没规划！您可以再等等，这个东西不太好说啊	0
144	0	虎踞路	0
144	1	虎距关	0
144	2	在河海大学旁边	0
145	0	价格上肯定争取给谈到最低,业主上一套成交89万，也和业主传递了，不认可这个价格	1
145	1	96-95万这个意思.	1
145	2	这套装修上好一些,	0
146	0	您好，这房子已经签约了	1
146	1	这两套房子您考虑吗，也是新楼的，性价比也很高	0
146	2	这套南向的您考虑吗	0
147	0	稍等哈😅	0
147	1	哈喽 哥	0
147	2	问完了	0
148	0	之前年前268万。现在我在聊一聊	1
148	1	嗯。明白	0
148	2	您做公积金贷款 那肯定她自己还	0
149	0	目前还没有	1
149	1	有产证的	0
149	2	我先约下看房	0
149	3	看房的时候我照片给您看	0
149	4	房东产证照片打我们也不好都发给客户	0
150	0	都很好的，	1
150	1	是的	0
150	2	里面有一栋小面积的不是回迁的，别的都是回迁的	0
151	0	这个是37栋70年住宅	0
151	1	税费个税2%契税1%	1
151	2	一个是40年公寓证 一个是70年住宅证面积同等 但用途性质不一样	0
151	3	住宅正常我们过户税费1.7万	1
151	4	公寓过户税费在3～4万	1
152	0	价格有商量	1
152	1	明天帮您问问业主	1
152	2	嗯嗯	0
153	0	看上房可以和房主聊聊	1
153	1	您是落户吗	0
153	2	还是本地	0
154	0	您好	0
154	1	您发的房子还在的，链家网所有房源均为真实在售房源，想看看吗？我可以帮您约业主时间。	0
154	2	这套房子业主着急出售，满五年唯一，购房成本低，小区中间位置的，看看感兴趣吗	0
155	0	嗯嗯好的	1
155	1	那有意向的话 来实地看看  	1
155	2	喔喔这样啊。 	1
155	3	好的	1
155	4	您这边首付想控制在多少？	0
156	0	房子本身是支持，就是不知道房东那边愿不愿意接受	1
156	1	之前是商贷还是公积金？	1
156	2	首付最少40%	1
156	3	之前公积金贷款就不好说了，您公积金还有多少余额？	1
157	0	徐汇滨江板块	0
157	1	徐家汇商圈	0
157	2	滨江边上，您可直接收项目名字，尚海湾豪庭	0
158	0	1栋	0
158	1	不临街的	1
158	2	哦哦哦～	0
159	0	有的，	0
159	1	其实只要总价您合适就行，他哪怕税再少，业主把房价给加上十万，总价反而更高	0
159	2	和正常商品房小区都一样，满二没有增值税。满五唯一没有个税。碰到原值特别高的个税少	1
159	3	您最近来看看吗？	0
159	4	刚才的那两个是相对比较好的，那有钥匙，一个是提前约业主，那我就等您消息了	0
160	0	可以	1
160	1	这个业主诚心卖 买的已经定了	0
160	2	所以着急	0
161	0	哪一套房子？	0
161	1	上个月就卖掉了	1
161	2	现在没有这种99平米比较优质的在出售了	0
162	0	要所有房子都能讲个2.30万	0
162	1	房子就不愁卖了	0
162	2	您这边看房子也应该看很久了呢	0
163	0	晚点确定好跟您说	1
163	1	这边确定好了，明天下午3点可以看房，您到时候时间没问题吧	1
163	2	好，那明天下午见	0
164	0	那就明天14点，欣心家园门口见！	1
164	1	您好，	0
164	2	今天有两套房子不错，给你推荐下，	0
165	0	好的	0
165	1	不客气	0
165	2	这个小区环境也非常不错	0
166	0	房子旁边有苗儿石小学，鸿恩寺实验小学，中学	1
166	1	有个私立的新村国兴小学	1
166	2	苗儿石小学	1
166	3	您这边是考虑学区房是吧？	0
166	4	老师	0
167	0	还有套一样的户型，装修漂亮点。价格贵点	0
167	1	我发你看下	0
167	2	这个房子是简装得，如果客户不介意，买来出租，自住都可以，但是对于对装修要求高的，可能就不喜欢简装得	0
167	3	没有啊	0
167	4	这套	0
168	0	下午房东都可以	1
168	1	有的	0
168	2	你方便留个电话给我吗？	0
169	0	嗯，这套房子在的。	0
169	1	前面是小河，也没遮挡。	0
169	2	上面有照片啊，可以看得到房子情况	0
169	3	都是精装的	1
169	4	您如果有空的话，我可以带您去现场看一下房子	0
170	0	看好价格可以商量的，房东阿姨诚心卖的，爬不上楼	1
170	1	感谢您的信任！您好！我是贝壳-欢家居陶玲，来自武汉阳逻，很高兴为您服务！	0
170	2	51.5万	0
171	0	首套是百分之三十	0
171	1	二套是百分之五十	0
171	2	这是三期的	1
171	3	是老证	0
171	4	这个房子看房还是蛮方便的	0
172	0	您好	0
172	1	您是首套还是二套呢	1
172	2	您麦克风没有授权	0
173	0	嗯	0
173	1	就是父母赠予吧。	1
173	2	可以走赠与	0
173	3	他们应该当时不懂，为了省税	0
174	0	在的	0
174	1	是的	0
174	2	树人小学加中学	1
175	0	几点	1
175	1	好的	0
175	2	那我给业主打个电话问问在不在家	0
176	0	家具全留不带走，我和房东沟通过	1
176	1	书房的确需要自己改动了	0
176	2	目前江湾府这套是还可以的，像您自住肯定是需要一个车位。房子450加车位20，您可以先实地看，看满意了，我们再去谈把价格还一还。	0
176	3	这书房位置是很好的，能看到江	0
176	4	我们可以加个微信，您考虑这几天，我也关注一下这小区，有什么新房源，我及时通知您	0
177	0	是曲江七小	1
177	1	不临三环	0
177	2	这还没想好卖不卖呢	0
178	0	这房子学区是翡翠小学  68中	1
178	1	您方便留个联系电话吗？	0
178	2	合肥证	0
178	3	不是肥西证	0
178	4	苹果小镇的房子你能考虑吗？	0
179	0	这边能低2-5万之间	1
179	1	科技大学的老师喜欢那个地方	0
179	2	今天的的就是科技大学的老师买的	0
180	0	价格可以谈的	1
180	1	业主置换 提诚意的	0
180	2	您要实地看下吗？	0
181	0	18年下半年成交量很少，价格就慢慢在跌	0
181	1	是的，到去年年底	0
181	2	您可以在app看下成交记录，在去年年底每个月成交量就开始大起来	0
181	3	然后今年6.7.8直接爆发?每个月20套以上的成交量	0
181	4	但是价格没什么变动，小户型涨了3-4万，两房价格还没动	0
182	0	😃	0
182	1	您好，没问题的，我给您安排	1
182	2	稍等一下哈	0
183	0	这套房等周四才能拍照片	0
183	1	等拍好我发给你	0
184	0	A7目前没什么性价比高的房源	1
184	1	两个组团差不多	0
184	2	您说这套600万这套吗	0
184	3	没装	0
184	4	看面积和朝向	0
185	0	这个和贷款全款没关系	1
185	1	这个是买这个房子的硬性条件	0
185	2	您买房是为了上学落户还是说兼具居住？	0
185	3	这个小区购买不需要社保，属于正常的商品房	0
185	4	那您可以考虑一下力高的房子，滨海小外三部	0
186	0	我现在打电话问下	1
186	1	租户最近没在郑州	0
186	2	需要等租户回来才能看😁	1
187	0	不是 限价商品房	0
187	1	最低230万 已经谈过好几次了	1
187	2	契税加转商费5-6	0
188	0	可以的，您看什么时候有空	1
188	1	好的	0
189	0	70年	0
189	1	您的号码多少我记一下，稍后加您微信，给您发送一下位置和路线，	0
189	2	可上学可带户口	0
189	3	滁州璐小学	0
189	4	38中本部	0
190	0	可以的	1
190	1	到时候我约下	0
190	2	几点这样	0
191	0	您先过来看房子吧	0
191	1	您从去年就开始看房子，电话也没留一个😁	0
191	2	嗯嗯，方便留个电话吗？	0
192	0	你好	0
192	1	基本税费，具体根据成交价和土地曾增值税	0
192	2	您要是有需求可以过来看一下	0
193	0	现在这套房子又降了一万元的价格了	0
193	1	30楼的的	0
193	2	这个楼层您觉得怎么样嘛	0
193	3	4号户型的吗？	0
193	4	好的	0
194	0	只包增值税	0
194	1	170万	1
194	2	这套房子有钥匙	0
195	0	这个东苑的基本上没有证	1
195	1	像南苑或者北苑基本都有证	0
195	2	老师这边方便留个联系方式吗？	0
195	3	我这边给你找下性价比高的有证的发给你看下下	0
195	4	这边是有的	0
196	0	这套之前有看过吗	0
196	1	这个有点难，我先去沟通一下	1
196	2	房子有挂出来吗	0
197	0	有的	1
197	1	产证不满两年	1
197	2	关键这个房东现在开始装修了。	0
197	3	都快装好了	0
197	4	觉得毛坯不好卖	0
198	0	是的	0
198	1	这套是220万的	0
198	2	?贷款考虑不哇	0
199	0	好的👌🏻	1
199	1	您好，您之前咨询的房源户型很优质，您有时间去看看吗？	0
199	2	您好，您之前咨询的房源户型很优质，您有时间去看看吗？	0
200	0	因为之前卖的这个老业主我认识	0
200	1	那个时候是特别简单的装修	0
200	2	可以看	1
201	0	您说的哪套房子	0
201	1	您好	0
201	2	您看几房	0
202	0	您好	0
202	1	价格可以商量	1
202	2	和风四季新上了一个17层的	0
203	0	可以的	1
203	1	您留个联系方式给我 到时候我联系您	0
203	2	那我怎么能确定您到底来不来看房呢  房子我约好了 到时候万一您不来 房东那边我不好交代呀	0
203	3	再说您来看房 留个电话也方便联系不是	0
203	4	我们看房以后 是要录带看的 您不留电话 我这边看房记录也做不了	0
204	0	家电您想要的话可以和业主谈	1
204	1	12000左右	0
204	2	大面积的是这个价格了	0
204	3	小面积的单价会高点	0
204	4	2007年的房子	0
205	0	您这边留个联系方式吧，看您明天有没有时间，我可以带您去看看五小区的这几个房源	0
205	1	四楼，总楼层28层	0
205	2	您留个联系方式吧。我明天先带您去看看	0
205	3	这个163万的价格还可以谈谈，明天先带您看看，看中的话我们约房东出来谈价格	0
206	0	这几套	0
206	1	楼层都要高一些	0
206	2	户型略有区别	0
206	3	同户型的有个8楼的。	0
206	4	挂牌365万	0
207	0	税费有4万多	1
207	1	看游泳池	0
207	2	价格可以谈前提要8O万帮忙还款	0
207	3	一押	0
207	4	是的	0
208	0	提前联系	1
208	1	首付三层	0
209	0	双龙新区	0
209	1	我们这边接你去看一下	0
209	2	首付5％，还有15％房开垫	0
210	0	您好	0
210	1	方便加您微信，我发您吗？	0
210	2	您好，在大旺城那边的，楼盘很大，首付低，比较适合投资的，周末如果方便可以过来看看的。	1
211	0	是公共用的	0
211	1	您这边介意么？	0
211	2	???	0
211	3	50万总价的房子现在南沙是找不到了	0
212	0	嗯嗯	0
212	1	嗯	0
212	2	不麻烦呀	0
212	3	高层	0
212	4	洋房	0
213	0	可以的	1
213	1	有钥匙	0
213	2	私有的	0
214	0	首付3成	0
214	1	提前联系就可以看	1
214	2	好的	0
215	0	有的	0
215	1	稍等	0
216	0	现在随时都可以	1
